"","Lon","Lat","Matchup_Lon_Lower","Matchup_Lon_Upper","Matchup_Lat_Lower","Matchup_Lat_Upper","Chlor_a"
"785",197.675,4.425,197.575,197.775,4.325,197.775,0.176469395144118
"786",198.05,4.45,197.95,198.15,4.35,198.15,0.17596285417676
"787",198.075,4.45,197.975,198.175,4.35,198.175,0.179018215586742
"788",198.1,4.425,198,198.2,4.325,198.2,0.182616258660952
"789",198.25,4.35,198.15,198.35,4.25,198.35,0.181009230100446
"790",198.325,4.3,198.225,198.425,4.2,198.425,0.181362439774805
"791",198.425,4.225,198.325,198.525,4.125,198.525,0.18865228154593
"792",198.475,4.2,198.375,198.575,4.1,198.575,0.189883795049455
"793",198.475,4.2,198.375,198.575,4.1,198.575,0.189883795049455
"794",198.425,4.125,198.325,198.525,4.025,198.525,0.18641614044706
"795",198.375,4.075,198.275,198.475,3.975,198.475,0.18442003056407
"796",198.3,4,198.2,198.4,3.9,198.4,0.178003957702054
"797",198.2,4,198.1,198.3,3.9,198.3,0.177267763763666
"798",198.2,4,198.1,198.3,3.9,198.3,0.177267763763666
"799",198.2,3.9,198.1,198.3,3.8,198.3,0.173616584638755
"800",198.2,3.875,198.1,198.3,3.775,198.3,0.172933134767744
"801",198.075,3.775,197.975,198.175,3.675,198.175,0.170319864153862
"802",198.075,3.75,197.975,198.175,3.65,198.175,0.16941512003541
"803",198,3.725,197.9,198.1,3.625,198.1,0.172768906172779
"804",197.775,3.575,197.675,197.875,3.475,197.875,0.18284924775362
"805",197.65,3.5,197.55,197.75,3.4,197.75,0.187707002460957
"806",197.8,3.45,197.7,197.9,3.35,197.9,0.182491211013662
"807",197.825,3.45,197.725,197.925,3.35,197.925,0.180067626552449
"808",197.85,3.5,197.75,197.95,3.4,197.95,0.180337857041094
"809",197.9,3.55,197.8,198,3.45,198,0.181172586480776
"810",197.925,3.6,197.825,198.025,3.5,198.025,0.179263553271691
"811",197.975,3.65,197.875,198.075,3.55,198.075,0.177465987702211
"812",198.025,3.725,197.925,198.125,3.625,198.125,0.176684931417306
"813",198.075,3.8,197.975,198.175,3.7,198.175,0.175722467402617
"814",198.1,3.85,198,198.2,3.75,198.2,0.176161869118611
"815",198.15,3.925,198.05,198.25,3.825,198.25,0.177740317086379
"816",198.15,3.925,198.05,198.25,3.825,198.25,0.177740317086379
"817",198.15,3.975,198.05,198.25,3.875,198.25,0.176714616020521
"818",198.15,3.975,198.05,198.25,3.875,198.25,0.176714616020521
"819",198.175,4.05,198.075,198.275,3.95,198.275,0.173541215972768
"820",198.175,4.075,198.075,198.275,3.975,198.275,0.17245353344414
"821",198.175,4.075,198.075,198.275,3.975,198.275,0.17245353344414
"822",198.125,4.1,198.025,198.225,4,198.225,0.173311428477367
"823",198.1,4.15,198,198.2,4.05,198.2,0.174827819565932
"824",198.1,4.15,198,198.2,4.05,198.2,0.174827819565932
"825",198.05,4.225,197.95,198.15,4.125,198.15,0.17600414612227
"826",198.05,4.2,197.95,198.15,4.1,198.15,0.17600414612227
"827",198.075,4.25,197.975,198.175,4.15,198.175,0.175288304686546
"828",198.05,4.225,197.95,198.15,4.125,198.15,0.17600414612227
"829",198.075,4.3,197.975,198.175,4.2,198.175,0.17588258948591
"830",198.075,4.35,197.975,198.175,4.25,198.175,0.17589869391587
"831",198.075,4.35,197.975,198.175,4.25,198.175,0.17589869391587
"832",198.1,4.375,198,198.2,4.275,198.2,0.175230209198263
"833",198.15,4.425,198.05,198.25,4.325,198.25,0.175025974710782
"834",198.175,4.475,198.075,198.275,4.375,198.275,0.17376354129778
"835",198.225,4.55,198.125,198.325,4.45,198.325,0.174933474096987
"836",198.325,4.6,198.225,198.425,4.5,198.425,0.173242974198527
"837",198.35,4.625,198.25,198.45,4.525,198.45,0.175972364842892
